,platformId,gameId,champion,queue,season,timestamp,role,lane,name,account ID
3713,EUW1,5188508045,83,420,13,1617452945662,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3714,EUW1,5188472344,64,420,13,1617450161655,NONE,JUNGLE,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3715,EUW1,5188417333,164,420,13,1617448181569,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3716,EUW1,5188074200,6,420,13,1617410438697,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3717,EUW1,5188060778,58,420,13,1617404371745,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3718,EUW1,5187812241,39,420,13,1617398440090,DUO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3720,EUW1,5187585220,84,420,13,1617393972449,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3721,EUW1,5187565262,85,420,13,1617391546234,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3722,EUW1,5185749667,22,450,13,1617315260485,DUO,MID,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3723,EUW1,5185685253,240,420,13,1617311464995,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3724,EUW1,5185578029,43,420,13,1617309596996,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3726,EUW1,5185501710,56,420,13,1617305495091,NONE,JUNGLE,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3727,EUW1,5185405183,120,420,13,1617303602593,NONE,JUNGLE,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3728,EUW1,5184930440,112,420,13,1617291327174,DUO_CARRY,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3729,EUW1,5184934999,164,420,13,1617288999924,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3730,EUW1,5184727556,41,420,13,1617280920583,SOLO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3731,EUW1,5184712533,164,420,13,1617278208554,DUO,TOP,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3733,EUW1,5184565076,122,420,13,1617274012376,NONE,JUNGLE,Jenax,g6waCr1OfGHdCOQtWulH1zPJzhuQvo3680RV_p3qLZvpYw
3734,EUW1,5223662047,10,420,13,1618970798454,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3735,EUW1,5223560431,54,420,13,1618968402917,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3736,EUW1,5223548238,84,420,13,1618965590689,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3737,EUW1,5219713563,84,420,13,1618799039539,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3738,EUW1,5219624012,22,420,13,1618796689504,DUO_CARRY,BOTTOM,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3739,EUW1,5219671049,86,420,13,1618794778979,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3742,EUW1,5205931319,86,420,13,1618175685078,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3743,EUW1,5205822632,14,420,13,1618173017575,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3744,EUW1,5205734870,266,420,13,1618170770188,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3745,EUW1,5202131546,69,450,13,1618014672512,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3746,EUW1,5201949756,54,420,13,1618012395101,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3747,EUW1,5201993921,14,420,13,1618010162402,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3748,EUW1,5201940730,23,420,13,1618008387608,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3749,EUW1,5174510654,86,420,13,1616803665694,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3750,EUW1,5174326280,31,420,13,1616801336716,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3751,EUW1,5174209257,64,420,13,1616798998007,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3752,EUW1,5172730637,78,420,13,1616717365741,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3753,EUW1,5172616519,13,420,13,1616715496907,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3754,EUW1,5172612361,14,420,13,1616713455018,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3755,EUW1,5171636122,14,420,13,1616687170060,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3757,EUW1,5171442241,14,420,13,1616679636471,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3759,EUW1,5167366360,14,420,13,1616460871332,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3760,EUW1,5167402050,14,420,13,1616457870993,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3761,EUW1,5167318873,8,420,13,1616456208425,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3762,EUW1,5161016238,14,420,13,1616203458443,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3763,EUW1,5159846094,14,420,13,1616162446695,DUO_CARRY,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3764,EUW1,5159832095,14,420,13,1616160381009,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3765,EUW1,5159009788,122,420,13,1616115336158,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3766,EUW1,5159025516,86,420,13,1616112400779,DUO_CARRY,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3767,EUW1,5159030532,54,420,13,1616109643009,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3768,EUW1,5158097111,54,420,13,1616080257701,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3769,EUW1,5155917503,78,420,13,1615979591996,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3770,EUW1,5155943623,266,420,13,1615976745711,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3771,EUW1,5148883267,122,420,13,1615674583010,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3772,EUW1,5148754961,86,420,13,1615672571016,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3773,EUW1,5146901512,36,420,13,1615608955477,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3774,EUW1,5069863738,86,420,13,1612285473033,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3775,EUW1,5061409994,161,450,13,1611936029395,DUO_SUPPORT,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3776,EUW1,5061355906,122,420,13,1611931351823,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3777,EUW1,5061350578,10,420,13,1611929186268,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3778,EUW1,5059361278,54,420,13,1611843301786,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3779,EUW1,5059285869,122,420,13,1611841129607,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3780,EUW1,5059251992,36,420,13,1611838830978,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3781,EUW1,5055776512,54,420,13,1611680552385,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3782,EUW1,5055701564,266,420,13,1611678554016,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3783,EUW1,5053402444,86,420,13,1611582446715,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3784,EUW1,5003800732,31,420,13,1609257134998,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3789,EUW1,4969756390,36,440,13,1607461269505,DUO_SUPPORT,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3790,EUW1,4969590088,223,400,13,1607459115616,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3792,EUW1,4966821889,127,400,13,1607292729951,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3793,EUW1,4934980833,157,400,13,1605711236830,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3794,EUW1,4916714470,10,420,13,1604881226462,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3795,EUW1,4916689567,245,420,13,1604879066436,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3796,EUW1,4916704719,157,420,13,1604877112616,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3797,EUW1,4806470924,8,420,13,1599673379790,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3798,EUW1,4675503429,69,440,13,1592948799569,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3799,EUW1,4675407520,42,440,13,1592946354565,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3800,EUW1,4675410668,4,440,13,1592944083756,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3801,EUW1,4646025734,69,420,13,1591456450988,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3802,EUW1,4645909727,134,420,13,1591454197946,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3803,EUW1,4644484831,134,420,13,1591380955905,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3804,EUW1,4643619452,69,400,13,1591354468240,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3805,EUW1,4643172229,69,400,13,1591306100225,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3806,EUW1,4643042598,69,400,13,1591302968962,DUO_CARRY,BOTTOM,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3807,EUW1,4642884128,69,420,13,1591297476919,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3809,EUW1,4642599903,38,400,13,1591289286886,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3810,EUW1,4640656588,13,420,13,1591204070628,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3811,EUW1,4640629942,134,420,13,1591201995210,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3812,EUW1,4639073940,134,420,13,1591125651414,DUO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3813,EUW1,4638806991,134,420,13,1591119422693,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3814,EUW1,4608532002,266,420,13,1589816636374,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3816,EUW1,4607217348,13,420,13,1589747140293,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3817,EUW1,4607180769,38,420,13,1589745230407,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3818,EUW1,4607018262,127,420,13,1589742236029,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3819,EUW1,4606951731,4,420,13,1589740022815,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3820,EUW1,4606731700,13,420,13,1589732247040,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3821,EUW1,4606555375,266,420,13,1589729893461,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3822,EUW1,4606309482,13,420,13,1589722915234,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3823,EUW1,4605178251,127,420,13,1589671366707,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3824,EUW1,4605112378,13,420,13,1589668968395,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3825,EUW1,4605072635,13,420,13,1589666696848,DUO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3826,EUW1,4604952486,13,420,13,1589663911581,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3827,EUW1,4604815456,13,420,13,1589661971964,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3828,EUW1,4604699032,13,420,13,1589660164426,SOLO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3829,EUW1,4604648895,134,420,13,1589657758387,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3830,EUW1,4604277716,13,420,13,1589645747854,DUO,MID,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3831,EUW1,4604221421,64,420,13,1589643707706,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3832,EUW1,4604142856,64,420,13,1589641360344,NONE,JUNGLE,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3833,EUW1,4604054638,13,420,13,1589639142784,SOLO,TOP,Jezu,XjWwMszxRT2uqbWTuOWYmalbs4u0ZHCeUxh2oMWZuLFhQuVPMBVgLMx7
3834,EUW1,5225947079,161,450,13,1619101716184,DUO_SUPPORT,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3835,EUW1,5225875062,429,450,13,1619100213875,DUO_SUPPORT,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3836,EUW1,5220072267,234,440,13,1618831887303,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3837,EUW1,5218582342,28,420,13,1618753902595,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3838,EUW1,5218507595,28,420,13,1618752208810,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3839,EUW1,5218310369,33,420,13,1618749237585,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3840,EUW1,5218354497,28,420,13,1618746864303,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3841,EUW1,5218049532,412,440,13,1618744584551,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3842,EUW1,5218004670,887,440,13,1618741862515,SOLO,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3843,EUW1,5217980533,22,440,13,1618739500193,DUO_CARRY,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3844,EUW1,5217865531,99,440,13,1618736402525,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3845,EUW1,5214601864,22,450,13,1618586829059,DUO_SUPPORT,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3847,EUW1,5214099689,887,420,13,1618582577911,SOLO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3848,EUW1,5214084271,28,420,13,1618580470000,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3849,EUW1,5213969585,28,420,13,1618578412362,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3850,EUW1,5213955386,33,420,13,1618576482670,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3851,EUW1,5214031091,53,450,13,1618574668844,SOLO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3852,EUW1,5213857520,31,440,13,1618572627719,SOLO,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3854,EUW1,5212275297,14,450,13,1618499419971,DUO_SUPPORT,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3856,EUW1,5212116885,412,450,13,1618496250852,SOLO,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3857,EUW1,5212093313,498,450,13,1618494741330,DUO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3858,EUW1,5212058565,21,450,13,1618492782426,DUO_SUPPORT,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3859,EUW1,5211917482,90,1020,13,1618487218272,SOLO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3860,EUW1,5210377222,99,420,13,1618408344040,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3861,EUW1,5210322355,28,420,13,1618406174147,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3862,EUW1,5210248290,99,420,13,1618404200550,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3863,EUW1,5210263835,33,420,13,1618401747573,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3864,EUW1,5210179779,33,420,13,1618399505036,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3865,EUW1,5210203140,28,420,13,1618394979609,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3866,EUW1,5209700366,33,420,13,1618392881985,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3868,EUW1,5209108896,222,420,13,1618344389014,DUO_CARRY,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3869,EUW1,5208524783,497,420,13,1618324262340,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3870,EUW1,5208437194,526,420,13,1618321643576,DUO_SUPPORT,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3871,EUW1,5208422099,22,420,13,1618318783121,DUO_CARRY,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3872,EUW1,5208336354,18,420,13,1618316499970,DUO_CARRY,BOTTOM,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3873,EUW1,5208280071,14,420,13,1618313476837,DUO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3874,EUW1,5208236636,517,440,13,1618310929630,SOLO,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3875,EUW1,5208273412,62,450,13,1618309231174,DUO_SUPPORT,TOP,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3876,EUW1,5208147749,28,440,13,1618304866759,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3877,EUW1,5208119146,517,440,13,1618297818349,SOLO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3878,EUW1,5208106812,876,440,13,1618292861239,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3879,EUW1,5208114826,106,440,13,1618289140401,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3880,EUW1,5206168904,517,440,13,1618211019831,SOLO,MID,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3881,EUW1,5204477780,526,440,13,1618141762911,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3882,EUW1,5204422010,77,440,13,1618138814615,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3883,EUW1,5204245862,56,440,13,1618128286842,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
3884,EUW1,5202526651,107,440,13,1618058018889,NONE,JUNGLE,Treatz,-uXNbMGMC5npsYxbODsernbiMimOJpYp-Werv9hSJFA9Cdc
